əkəbə~dhə	əkbəndʰə
lipi	lipi
lilamə	lilam
lisoʈo	lisoʈo
li~gə	li˜gə
li~bu~	limbu~
li~buɖii	limbuɖi
li~boɭii	limboɭi
liikhə	likʰ
liicii	lici
liiʈii	liʈi
liiməɖii	limɖi
liiməɖo	limɖo
liiləmə	liləm
liila	lila
liilaləherə	lilaləher
liilaʃə	lilaʃ
liilu~	lilu~
liisu~	lisu~
lii~ʈə	li~ʈ
lii~ɖii	li~ɳɖi
lii~pəɳə	li~pəɳ
lii~pəvu~	li~pvu~
luccaii	luccai
luccu~	luccu~
luchəɳiju~	lucʰəɳiju~
luʈaru	luʈaru
luharə	luhar
luu~gii	lu˜gi
luu	lu
luukhəsə	lukʰəs
luukhu~	lukʰu~
luugəɖu~	lugɖu~
luchəvu~	lucʰvu~
luuʈə	luʈ
luuʈəvu~	luʈvu~
luuɳə	luɳ
luuɳo	luɳo
luumə	lum
luulii	luli
lulu~	lulu~
lekhə	lekʰ
lekhəkə	lekʰək
lekhənə	lekʰən
lekhu~	lekʰu~
lekhe	lekʰe
leɳədarə	l´ɳdar
leɳədeɳə	leɳdeɳ
lepə	lep
lepəvu~	lepvu~
lebasə	lebas
lebhagu~	lebʰagu
levadeva	levadeva
levu~	levu~
lokə	lok
lokəkətha	lokkətʰa
lokəgiitə	lokgit
lokəcərca	lokcərca
lokəɟiivənə	lokɟivən
lokəprijə	lokprijə
lokəbhogjə	lokbʰogjə
lokəmətə	lokmət
lokəʃahii	lokʃahi
l	lokhit
lokacarə	lokacar
lokokti	lokokti
lokottərə	lokottər
lokhə~ɖə	lokʰəɳɖ
locənə	locən
loco	loco
loʈə	loʈ
loʈəvu~	loʈvu~
loɖhii	loɖʰi
loɖhu~	loɖʰu~
lopə	lop
lopəvu~	lopvu~
lophərə	lopʰər
lobhə	lobʰ
lobhaməɳu~	lobʰamɳu~
lobhii	lobʰi
lohəcu~bəkə	lohcumbək
lohiijaɭə	lohijaɭ
lohii	lohi
lohiiukaɭo	lohiukaɭo
lohiilulhaɳə	lohiluhaɳ
lohiiva	lohiva
loɭiju~	loɭiju~
lo~do	lø~do
ləukikə	ləukik
vəkərəvu~	vəkərvu~
vəkəro	vəkro
vəkiilə	vəkil
vəktəvjə	vəktəvjə
vəkta	vəkta
vəkhətə	vəkʰət
vəkhaɳə	vəkʰaɳ
vəkhaɳəvu~	vəkʰaɳvu~
vəkharə	vəkʰar
vəkhoɖəvu~	vəkʰoɖvu~
vəgəɖau~	vəgɖau
vəgə/ɖo	vəgɖo
vəgərə	vəgər
vəgaɖəvu~	vəgaɖvu~
vəgere	vəgere
vəgo	vəgo
vəgovəvu~	vəgovvu~
vəgharə	vəgʰar
vəgharəvu~	vəgʰarvu~
vəcəgaɭo	vcgaɭo
vəcənə	vəcən
vəcəlu~	vəclu~
vəcce	vəcce
vachuʈəvu~	vəcʰuʈvu~
vacheru~	vəcʰeru~
vəcherii	vəcʰeri
vəchoɖəvu~	vəcʰoɖvu~
vəɟənə	vəɟən
vəʈə	vəʈ
vəʈəlavu~	vəʈlavu~
vəʈəhukəmə	vəʈhukəm
vəʈaɳa	vəʈaɳa
vəʈavə	vəʈav
vəʈavəvu~	vəʈavvu~
vəʈemargu	vəʈemargu
vəɖ	vəɖ
vəɖəvo	vəɖvo
vəɖəsəsəro	vəɖsəsro
vəɖəsasu	vəɖsasu~
vəɖiilə	vəɖil
vəɖe	vəɖe
vəɖhəvu~	vəɖʰvu~
vəɳəkərə	vəɳkər
vəɳəɟharə	vəɳɟar
vəɳəvu~	vəɳvu~
vəɳəsəvu~	vəɳəsvu~
vəɳaʈə	vəɳaʈ
vətənə	vətən
vətəni	vətni
vətii	vəti
vədə	vəd
vədənə	vədən
vəddii	vəddi
vədhə	vədʰ
vədhəvu~	vədʰvu~
vədhaii	vədʰai
vədha,məɳu~	vədʰamɳu~
vədharəvu~	vədʰarvu~
vədhare	vədʰare
vədhavəvu~	vədʰavvu~
vədhu	vədʰu
vədherəvu~	vədʰervu~
vənə	vən
vənəraɟə	vənraɟ
vənəspəti	vənəspəti
vəpəraʃə	vəpraʃ
vəphadarə	vəpʰadar
vəmənə	vəmən
vəməɭə	vəməɭ
vəjə	vəj
)0 /vəjovrudʰdʰə/ 	vəjovrudʰdʰə
vərə	vər
vərəkhə	vərəkʰ
vərəghoɖiija~	vərgʰoɖija~
vərəghoɖo	masc
vərəɳə	vərəɳ
vərəɳagiju~	vərɳagiju~
vərəɳii	vərɳi
vərətəvu~	vərətvu~
vərətaro	vərtaro
vərədanə	vərdan
vərəmaɭa	vərmaɭa
vərəraɟa	vərraɟa
vərəvu~	vərvu~
vərəsii	vərsi
vərəsə	vərəs
vərəsadə	vərsad
vəraɭə	vəraɭ
vərijaɭii	vərijaɭi
vəris°ʈhə	vəriʃʈʰə
vəru	vəru
vəreɖu~	vəreɖu~
vəro	vəro
vərgə	vərgə
vərcəsə	vərcəs
vərcəsvii	vərcəsvi
vərɳə	vərɳə
vərɳənə	vərɳən
vərɳəvəvu~	vərɳəvvu~
vərnanukrəmə	m 
vərtəɳu~kə	vərtəɳu~k
vərtənə	vərtən
vərtəmanə	vərtəman
vərtuɭə	vərtuɭ
vərs°ə	vərʃə
vvərs°ar≤utu	vərʃarutu
vələɳə	vələɳ
vəloɳu~	vəloɳu~
vəlopatə	vəlopat
vəlopatiju~	vəlopati,ju~
vəsəti	vəsti
vəsəvəso	vəsvəso
vəsəvaʈə	vəsvaʈ
vəsəvu~	vəsvu~
vəsə~tə	vəsənt
vəsaɳu~	vəsaɳu~
vəsavəvu~	vəsavvu~
vəsahətə	vəsahət
vəsijətə	vəsijət
vəsijətə	vəsijətnamu~
vəsukəvu~	vəsukvu~
vəsulatə	vəsulat
	vəstu
vəstrə	vəstrə
vəhaɳə	vəhaɳ
vəhalə	vəhal
vəhii	vəhi
vəhiivəʈə	vəhivəʈ
vəhiivəʈii	vəhivəʈi
vəhiivə~co	vəhivəµco
vəhu	vəhu
vəhemə	vəhem
vəhe,mii	vəhemi
vəhelu~	vəhelu~
vəhe,varə	vəhevar
vəhevaru~	vəhevaru~
vəhevu~	vəhevu~
vəheɭiju~	vəheɭiju~
vəheɭo	vəheɭo
vəhe~cəvu~	vəh´~cvu~
vəhorəvu~	vəhorvu~
vəɭə	vəɭ
vəɭəgəɳə	vəɭgəɳ
vəɭəgəvu~	vəɭəgvu~
vəɭəgaɖə	vəɭgaɖ
vəɭətərə	vəɭtər
vəɭəvu~	vəɭvu~
vəɭavəvu~	vəɭavvu~
vəɭa~kə	vəɭa~˜k
vəɭii	vəɭi
və~ʈoɭə	vəɳʈoɭ
və~ʈoɭiijo	vəɳʈoɭijo
və~təri	vəntəri
və~dənə	vəndən
və~dəna	vəndana
vəndo	vəndo
və~ʃə	vəmʃ
va	va
vakjə	vakjə
vagəvu~	vagvu~
vagoɭəvu~	vagoɭvu~
vaghə	vaʰ
vaghəɳə	vagʰəɳ
vacəkə	vacək
vacənə	əvacən
vacənaləjə	vacənaləj
vaca	vaca
vacjarthə	vacjartʰə
vachəɖii	vacʰɖi
vaɟə	vaɟ
vaɟapeʈii	vaɟapeʈi
vaɟi~trə	vaɟintrə
vaʈə	vaʈ
vaʈəvu~	vaʈvu~
vaʈaghaʈə	vaʈagʰaʈ
vaɖə	vaɖ
vaɖəkii	vaɖki
vaɖabə~dhii	vaɖabəndʰi
vaɖii	vaɖi
vaɖo	vaɖo
vaɖhə	vaɖʰ
vaɖhəvu~	vaɖʰvu~
vaɳiɟjə	vaɳiɟjə
vaɳijəɳə	vaɳijəɳ
vaɳijo	vaɳijo
vaɳii	vaɳi
vatə	vat
vatəcitə	vatcit
vatavərəɳə	vatavərəɳ
vatsəljə	vatsəljə
vadə	vad
vadəɭə	vadəɭ
vadəɭiju~	vadəɭiju~
vanə	van
vanəgii	vangi
vanərə	vanər
vaməɳu~	vamɳu~
vamənə	vaman
vajəɖaii	vajɖai
vajəɖu~	vajɖu~
vajədo	vajdo
vajəro	vajro
vajəvjə	vajəvjə
vaju~	vaju
varəvu~	varvu~
varəsə	varəs
varasagətə	varsagət
varəso	varso
varə~varə	varəmvar
varaphərətii	varapʰərti
varo	varo
varta	varta
vars°ikə	varʃik
valə	val
valoɭə	valoɭ
vavə	vav
vavəʈo	vavʈo
vavəɖə	vavəɖ
vavəɳii	vavɳi
	vavu~
vavetərə	vavetər
vasə	vas
vasəɳə	vasəɳ
vasəna	vasna
vasəvu~	vasvu~
vasii	vasi
vastəvə	vastəv
vastəvikə	vastəbik
vastu	vastu
vastupuuɟa	vastu puɟa
vahə	vah
vahənə	vahən
vahiatə	vahijat
vaɭə	vaɭ
vaɭəvu~	vaɭvu~
vaɭə~də	vaɭənd
vaɭii	vaɭi
vaɭo	vaɭo
va~kə	va~k
va~kəɖo	va~kɖo
va~ku~	va~ku~
va~ku~cuuku~	va~ku~cu~ku~
va~ghu~	va~gʰu~
va~cənə	va~cən
va~cəvu~	va~cvu~
va~ɟhəɳu~	va~ɟʰɳu~
va~ɖho	va~ɖʰo
va~dəro	va~dro
va~dərii	va~dri
va~dəru~	va~dru~
va~dho	va~dʰo
va~sə	va~s
va~sələɖii	va~səlɖi
va~səɭii	va~sɭi
va~so	va~so
vikəʈə	vikəʈ
vikəraɭə	vikraɭ
vikəlpə	vikəlpə
vikəsəvu~	vikəsvu~
vikəsitə	viksit
vikarə	vikar
vikarii	vikari
vikasə	vikas
vikr≤utə	vikrut
vikʃepə	vikʃep
vikhəvadə	vikʰvad
vikhuuʈu~	vikʰuʈu~
vikherəvu~	vikʰervu~
vikhjatə	vikʰjat
vigətə	vigət
vigrəhə	vigrəhə
vighəʈənə	vi:gʰəʈən
vighatəkə	vigʰatək
vighnə	vignə
vicəkʃəɳə	vicəkʃəɳ
vicərəvu~	vicərvu~
vicarə	vicar
vi,carəkə	vicarək
vicarəɳa	vicarɳa
vicarəvu~	vicarvu~
vicitrə	vicitrə
vicchedə	viccʰed
viɟəjə	viɟəj
viɟatiijə	viɟatijə
viɟeta	viɟeta
viɟogə	viɟog
vignanə	vignan
vignapəkə	vignapək
viʈə~bəɳa	viʈəmbɳa
viɖə~bənə	viɖambən
v	vitrəɳ
vitaɖəvu~	vitaɖvu~
vidajə	vidaj
v	vidit
vidus°ii	viduʃi
viduus°əkə	viduʃək
videʃə	videʃ
videʃii	videʃi
vidjəmanə	vidjəman
vidja	vidja
vidjapiiʈhə	vidjapiʈʰ
vidjarthii	vidjartʰi
vidjarthiinii	vidjartʰini
vidjutə	vidjut
vidrohə	vidroh
vidvəta	vidvəta
vidvanə	vidvan
vidhəva	vidʰva
vidhata	vidʰata
vidhatrii	vidʰatri
vidhanə	vidʰan
vidhajəkə	vidʰajək
vidhi	vidʰi
vidhurə	ivdʰur
vinəjə	vinəj
vinəvəɳi	vinəvɳi
vinə~tii	vinənti
vina	vina
vinaʃə	vinaʃ
vinaʃii	vinaʃi
viniməjə	vinimaj
vinodə	vinod
vipətti	vi:pətti
vipəthə	vipətʰ
vipəriitə	viprit
vipulə	vipul
viprə	viprə
vipləvə	vipləv
vibhəktə	vibʰəktə
vibhəkti	vibʰəkti
vibhagə	vibʰag
vibhaɟəkə	vibʰaɟək
v	vibʰaɟən
vibhaɟjə	vibʰaɟjə
vibhinnə	vibʰinnə
vibhuuti	vibʰuti
vimələ	viməl
vimanə	viman
vimukhə	vimukʰ
vijavu~	vijavu~
virəməvu~	virəmvu~
virəhə	virəh
viragii	viragi
viraʈə	viraʈ
viramə	viram
virodhə	virodʰ
viləkʃəɳə	viləkʃəɳ
	viləj
viləsəvu~	viləsvu~
vilapə	vilap
vilajətə	vilajət
vilajətii	vilajəti
vilavu~	vilavu~
vilasə	vilas
vivərəɳə	vivrəɳ
vivadə	vivad
vivahə	vivah
vividhə	vividʰ
vividhəta	vividʰta
vivekə	vivek
vivecəkə	vivecək
vivecənə	vivecən
vivecəna	vivecəna
viʃədə	viʃəd
	viʃaɭ
viʃis°ʈə	viʃiʃtə
viʃe	viʃe
viʃes°ə	viʃeʃ
viʃes°ətə:	viʃeʃtəh
viʃes°əta	viʃeʃta
viʃramə	visram
viʃleʃəɳə	viʃleʃəɳ
viʃvə	viʃvə
viʃvasə	ivʃvas
vis°ə	viʃ
vis°ədhərə	viʃdʰər
vis°əmə	viʃəm
vis°əjə	viʃəj
vis°əjantərə	viʃajantər
vis°adə	viʃad
visərgə	visərgə
visərɟənə	visərɟən
visamo	visamo
vistərəvu~	vistərvu~
vistarə	vistar
vistarəvu~	vistarvu~
visphoʈə	vispʰoʈ
visməjə	visməj
vismərəɳə	vismərəɳ
vihərəvu~	vihərvu~
viharə	vihar
vihiinə	vihin
vihvəɭə	vihvəɭ
viikhərəvu~	vikʰərvu~
viichəɭəvu~	vicʰəɭvu~
viiɟəɭii	viɟɭi
viiɳəvu~	viɳvu~
viiɳa	viɳa
viinəvəvu~	vinəvvu~
viiphərəvu~	vipʰərvu~
viimo	vimo
viirə	vir
viirəta	virta
viirjə	virjə
viiʃii	viʃi
vii~chii	vi~cʰi
vii~chəɳə	vi~cʰəɳ
viiɟəɳo	vi~ɟɳo
v	vi~ʈ,vu~
vii~ʈo	vi~ʈo
vii~dhəvu~	vi~dʰvu~
vr°ukʃə	vrukʃə
vr°udhdhə	vruddʰə
vr°udhdhi	vrudʰdʰi
vr°us°əɳə	vruʃəɳ
vegə	veg
vegəɭu~	vegɭu~
vecəvu~	vecvu~
vecaɳə	vecaɳ
veʈhəvu~	veʈʰvu~
veɖəphəvu~	veɖəpʰvu~
veɖəvu~	veɖvu~
veɖho	veɖʰo
veɳii	veɳi
vetənə	vetən
vetərəvu~	vetərvu~
vetaɭə	vetaɭ
vedəna	vedna
vedhəkə	vedʰək
vvedhəvu~	vedʰvu~
vedhəʃaɭa	vedʰʃaɭa
veparə	vepar
veparii	vepari
verə	v´r
verəɳəcherəɳə	verəɳcʰerəɳ
verəvu~	vervu~
veragii	veragi
veranə	veran
vero	vero
veləɳə	veləɳ
velo	velo
vevəlaii	vevlai
vevaii	vevai
veviʃaɭə	veviʃaɭ
veʃə	veʃ
veʃja	veʃja
vəikəlpikə	vəikəlpik
vəignanikə	vəignanik
vəidə	vəid
vəidhəvjə	vəidʰəvjə
vəiʃakhə	vəiʃakʰ
vəis°ɳəvə	vəiʃɳəv
vjəkti	vjəkti
vjəgrə	vjgrə
vjəgrata	ta 
vjəgrata	vjəgrəta
vjətha	vjətʰa
vjəbhicarə	vjəbʰicar
vjəbhicarii	vjəbʰicari
vjərthə	vjərtʰə
vjəvəsajə	vjəvsaj
vjəvəstha	vjəvəstʰa
vjəvəharə	vjəvhar
vəvəharəkuʃəɭə	vjəvharkuʃəɭ
vjəvəharu	vjəvharu
vjəsənə	vjəsən
vjəstə	vjəstə
vjə~gə	vjə˜gə
vjə~ɟənə	vjəµɟən
vjakərəɳə	vjakrəɳ
vjakhja	vjakʰja
vjakhjata	vjakʰjata
vjakhjanə	vjakʰjan
vjakhjanə	 <vjakhjanə>  neut  a 
vjaɟə	vjaɟ
vjadhi	vjadʰi
vjapə	vjap
vjapəkə	vjapək
vjaparə	vjapar
vjajamə	vjajam
vjutpətti	vjutpətti
vrətə	vrət
ʃəkə	ʃək
ʃəkədarə	ʃəkdar
ʃəkəmə~də	ʃəkmənd
ʃəkəro	ʃəkro
ʃəkəro	ʃəkvu~
ʃəkkəriju~	əʃəkkəriju~
ʃəkkələ	ʃəkkəl
ʃəkti	ʃəkti
ʃəkti/puuɟa	ʃəktipuɟa
ʃəkjə	ʃəkjə
ʃəkjta	ʃəkjəta
ʃəɳə	ʃəɳ
ʃəɳəgarə	ʃəɳgar
ʃətabdii	ʃətabdi
ʃətru	ʃətru
ʃəpəthə	ʃəpətʰ
ʃəbə	ʃəb
ʃəbdə	ʃəbdə
ʃəbdəkos°ə	ʃəbdakoʃ
ʃəməvu~	ʃəmvu~
ʃəjətanə	ʃəjtan
ʃərəɳə	ʃərəɳ
ʃərəɳagəti	ʃərɳagəti
ʃərəɳarthii	ʃərɳartʰi
ʃərəɳaii	ʃərɳai
ʃərətə	ʃərət
	ʃərdi
ʃərəbətə	ʃərbət
ʃərəmə	ʃərəm
ʃərəmavu~	ʃərmavu~
ʃərəmaɭə	ʃərmaɭ
ʃəraphə	ʃərapʰ
ʃəraphii	ʃərapʰi
ʃərabə	ʃərab
ʃərabii	ʃərabi
ʃəriphə	ʃəripʰ
	ʃərir
ʃəruuatə	ʃəruat
ʃəstrə	ʃəʃtrə
ʃəstrəkrija	ya 
ʃəstrəkrija	ʃəʃtrəkrija
ʃəhiidə	ʃəhid
ʃəhiidii	ʃəhidi
ʃəhenəʃahə	ʃəhenʃah
ʃəherə	ʃəher
ʃə~ka	ʃə˜ka
ʃə~kaʃilə	ʃə˜kaʃil
ʃə~kaspədə	ʃə˜kaspəd
ʃə~khə	ʃə˜kʰ
ʃakə	ʃak
ʃakaharii	ʃakahari
ʃakhə	ʃakʰ
ʃakha	ʃakʰa
ʃhaɳu~	ʃaɳu~
ʃapə	ʃap
ʃabaʃə	ʃabaʃ
ʃabdikə	ʃabdik
ʃajərə	ʃajər
ʃarəvu~	ʃarvu~
ʃariirikə	ʃaririk
ʃalə	ʃal
ʃasəkə	ʃaʃək
ʃasənə	ʃasən
ʃaʃtrə	ʃastrə
ʃastrarthə	ʃastrartʰə
ʃahəmr≤ugə	ʃahmrug
ʃahukarə	ʃahukar
ʃahuɖii	ʃahuɖi
ʃaɭa	ʃala
ʃa~tə	ʃa~nt
ʃikarə	ʃikar
ʃikarii	ʃikari
ʃikʃəkə	ʃikʃək
ʃikʃəɳə	ʃikʃəɳ
ʃikʃa	ʃikʃa
ʃikʃika	ʃikʃika
ʃikʃitə	ʃkʃit
ʃikhərə	ʃikʰər
ʃikhərə	ʃikʰəɳɖ
ʃikha	ʃikʰa
ʃikharə	ʃikʰau
ʃikhaməɳə	ʃikʰaməɳ
ʃithilə	ʃitʰil
ʃibirə	ʃibir
ʃijaɭə	ʃijaɭ
ʃijaɭu~	ʃijaɭu~
ʃijaɭo	ʃijaɭo
ʃirə	ʃir
ʃira	ʃira
ʃila	ʃila
ʃilpə	ʃilpə
ʃilpəʃastrə	ʃilpəʃastrə
ʃilpəʃastrii	ʃilpəʃastri
	ʃilpi
ʃivəratrii	ʃivratri
ʃiʃirə	ʃiʃir
ʃiʃu	ʃiʃu
ʃiʃnə	ʃiʃnə
ʃis°ʈacarə	ʃiʃtacar
ʃis°jə	ʃiʃjə
ʃis°ja	ʃiʃja
	ʃistə
ʃi~gə	ʃi˜g
ʃi~gəɖu~	ʃi˜gɖu~
ʃiikhə	ʃikʰ
ʃiikhəvu~	ʃikʰvu~
ʃiitəɭa	ʃitɭa
ʃiiro	ʃiro
ʃiiʃii	ʃiʃi
ʃiiʃo	ʃiʃo
ʃiiɭəva	ʃiɭva
ʃukənə	ʃukən
ʃukrəvarə	var 
ʃukrəvarə	ʃukrəvar
ʃudhdhə	ʃudʰdʰə
ʃudhdhi	ʃudʰdʰi
ʃubhə	ʃubʰ
ʃubhecchəkə	ʃubʰeccʰək
ʃubheccha	ʃubʰeccʰa
ʃuunjə	ʃunjə
ʃuurəviirə	ʃurvir
ʃuuɭə	ʃuɭ
ʃr≤u~garə	ʃru˜gar
ʃekəvu~	ʃekvu~
ʃeʈhə	ʃeʈʰ
ʃeʈhaɳii	ʃeʈʰaɳi
ʃetərə~ɟii	ʃetrənɟi
ʃerəɖii	ʃerɖi
ʃerii	ʃeri
ʃero	ʃero
ʃes°ə	ʃeʃ
ʃəili	ʃəili
ʃəiʃəvə	ʃəiʃəv
ʃokə	ʃok
ʃokhə	ʃokʰ
ʃodhə	ʃʰodʰ
ʃhobhəvu~	ʃobʰvu~
ʃobha	ʃobʰa
ʃjamə	ʃjam
ʃrədhdha	ʃrəddʰa
ʃrədhdhaɭu~	ʃrəddʰaɭu~
ʃrəvəɳə	ʃrəvəɳ
ʃravəɳə	ʃravəɳ
ʃrii	ʃri
ʃres°ʈhi	ʃreʃʈʰi
ʃrota	ʃrota
ʃlokə	ʃloka
ʃvanə	ʃvana
ʃvasə	ʃvasə
ʃvetə	ʃveta
s°əʈkərmə	ʃəʈkərmə
s°ətkoɳə	ʃəʈkoɳ
s°ətpədə	ʃəʈpəd
s°ə [dərʃənə	ʃəɖdərʃən
s°əs°ʈi	ʃəʃʈi
səii	səi
səkərməkə	səkərmək
səkəɭə	səkəɭ
səkə~ɟo	səkəµɟo
səkrijə	səkrijə
səkhəɳu~	səkʰɳu~
səkhavətə	səkʰavət
səkhi	səkʰi
səkhedə	səkʰed
səkhtə	səkʰtə
səkhtaii	səkʰtai
səgəɖə	səgəɖ
səgəɖə	səgpəɳ
səgərbha	səgərbʰa
səgəvəɖə	səgvəɖ
səgiirə	səgir
səguɳə	səguɳ
səgotrə	səgotrə
səghənə	səgʰən
səghəɭu~	səgʰɭu~
səcitrə	səcitrə
səcoʈə	səcoʈ
səccaii	səccai
səɟənii	səɟni
səɟəvu~	səɟvu~
səɟa	səɟa
səɟatiijə	səɟatijə
səɟavəʈə	səɟavəʈ
səɟiivə	səɟiv
səɟiivənə	səɟivən
səɟɟə	səɟɟə
səɟɟənə	səɟɟən
səʈiikə	səʈik
səʈoɖijo	səʈoɖijo
səʈosəʈə	səʈosəʈ
səʈʈo	səʈʈo
səɖəkə	səɖək
səɖəvu~	səɖvu~
səɖəsəʈhə	səɖsəʈʰ
səɖəsəɖaʈə	səɖsəɖaʈ
səɖo	səɖo
səɖhə	səɖʰ
səɳəko	səɳko
	sətət
sətaməɳii	sətaməɳi
səteɟə	səteɟ
sətkərmə	sətkərmə
sətkarə	sətkar
sətarəvu~	sətkarvu~
səttərə	səttər
sətta	sətta
səttavarə	səttavar
səttaɳu~	səttaɳu~
səttavənə	səttavən
səttavisə	səttavis
sətvə	sətvə
s	sətpuruʃ
sətjə	sətjə
sətjəvadii	sətjəvadi
sətjagrəhə	sətjagrəh
sətjanaʃə	sətjanaʃ
sətsə~gə	sətsə˜g
sədə~tərə	sədəntər
səda	səda
sədakaɭə	sədakaɭ
sədacərəɳə	sədacərəɳ
sədacarə	sədacar
sədii	sədi
sədgətə	sədgət
sədgəti	sədgəti
sədguɳə	sədguɳ
hS9 /sədgruhəstʰə/ 	sədgruhəstʰə
sədbudhdhi	sədbuddʰi
sədbhagii	sədbʰagi
sədbhagjə	sədbʰagjə
sədbhavə	sədbʰav
sədvru≤tti	sədvrutti
sədhdhərə	sədʰdʰər
sənəmə	sənəm
sənəsənaʈii	sənsənaʈi
sənatənə	sənatən
sənepatə	sənepat
sənmanə	sənman
sənmargə	sənmarg
sənmitrə	sənmitrə
səpəɖavəvu~	səpɖavvu~
səpənu~	səpnu~
səpərəmu~	səpərmu~
səpaʈə	səpaʈ
səpaʈii	səpaʈi
səpuucu~	səpucu~
səpuutə	səput
səptəkoɳə	səptəkøɳ
səptahə	səptah
səprəmaɳə	ma8 
səprəmaɳə	səprəmaɳ
səpremə	em 
səpremə	səprem
səphərə	səpʰər
səphərəɟənə	səpʰərɟən
səphəɭə	səpʰəɭ
səphaii	səpʰai
səphacəʈə	səpʰacəʈ
səphaɭu~	səpʰaɭu~
səphedə	səpʰed
səbəkə	səbək
səbəɖəko	səbəɖko
səbəɖəvu~	səbəɖvu~
səbəɭə	səbəɭ
səbhərə	səbʰər
səbha	səbʰa
səbhasədə	səpʰasad
səbhjə	səbʰjə
səmə	səm
səməkʃə	səməkʃə
səməgrə	səməgrə
səməcorəsə	səmcorəs
səməɟə	səməɟ
səməɟəɳə	səməɟəɳ
səməɟəɳu~	səməɟɳu~
səməɟəvu~	səməɟvu~
səməɟu	səmɟu
səməɟutii	səmɟuti
səmətələ	səmtəl
səmətula	səmtula
səmətolə	səmtol
səmədərʃii	səmdərʃi
səmədrəs°ʈi	səmdrəʃʈi
səməbhavə	səmbʰav
səməjə	səməj
səmərəvu~	səmərvu~
səməruupə	səmrup
səmərthə	səmərtʰə
səmərpəɳə	səmərpəɳ
səmərpəvu~	səmərpəvu~
səməʃerə	səmʃer
səməstə	sə
səməsja	səməsja
səmagəmə	səmagəm
səmacarə	səmacar
səmaɟə	səmaɟ
səmaɟəvadə	səmaɟvad
səmadhi	səmadʰi
səmanə	səman
səmanəta	səmanta
səmapənə	səmapən
səmaptə	səmaptə
səmarəvu~	səmarvu~
səmarə~bhə	səmarəmbʰə
səmaveʃə	səmaveʃ
səmasə	səmas
səma~tərə	səma~ntər
səmiti	səmiti
səmiikərəɳə	səmikərəɳ
səmikʃa	səmikʃa
səmiipə	səmip
səmiipəta	səmipta
səmiisa~ɟə	səmisa~ɟ
səmuucitə	səmucit
səmuuccəjə	səmuccəjə
səmuudajə	səmudaj
səmudrə	səmudrə
səmr≤dhdhə	səmrudʰdʰə
səmr≤dhdhi	səmrudʰdʰi
səmeʈəvu~	səmeʈvu~
səmovəɖu~	səmovəɖu~
sərəkəɳu~	sərəkɳu~
sərəkəvu~	sərəkvu~
sərəkarə	sərkar
sərəkarii	sərkari
sərəko	sərko
sərəkhavəvu~	sərkʰavvu~
sərəkhu~	sərkʰu~
sərəgəvo	sərgəvo
sərəghəsə	sərgʰəs
sərədarə	sərdar
sərədarii	sərdari
sərənamu~	sərnamu~
sərəpə~cə	sərpəµc
sərəpavə	sərpav
sərəbhərə	sərbʰər
sərəbhəra	sərbʰəra
sərəvaɭo	sərvaɭo
sərəvəiju~	sərvəiju~
sərəʃiju~	sərəʃiju~
sərəsə	sərəs
sərəsamanə	sərsaman
sərəhədə	sərhəd
sərəɭə	sərəɭ
sərəɭəta	sərəɭta
səravəvu~	səravvu~
səreraʃə	səreraʃ
səroɟə	səroɟ
səroɟinii	səroɟini
sərovərə	sərovər
sərɟəkə	sərɟək
sərɟənə	sərɟən
sərɟəvu~	sərɟvu~
sərvə	sərvə
sərva,grahii	ahI 
sərva,grahii	sərvəgrahi
sərvagnə	sərvəgnə
sərvatrə	sərvətrə
sərvənaʃə	sərvənaʃ
sərvənamə	sərvənam
sərvəbhəkʃii	sərvəbʰkʃi
sərvəmanjə	sərvəmanjə
sərvocjə	sərvoccə
səlaʈə	səlaʈ
səlamə	səlam
səlamətə	səlamət
səlamətii	səlaməti
səlahə	səlah
səlahəkarə	səlahkar
səvərɳə	səvərɳə
səvələtə	səvlət
səvəɭu~	əsəvɭu~
səva	səva
səvaju~	səvaju~
səvarə	səvar
səvarii	səvari
səvalə	səval
səvinəjə	səvinəj
səviʃes°ə	səviʃeʃ
səvistərə	səvistər
səveɭa	səveɭa
səʃəktə	səʃəktə
səsəro	səsro
səsəlu~	səslu~
səstu~	səstu~
səsnehə	səsneh
səhə	səh
səhəkarə	səhkar
səhəkarii	səhkari
səhəɟə	səhəɟ
səhəɟanə~də	səhɟanənd
səhənə	səhən
səhəbhagii	səhbʰagi
səhəmətə	səhmət
səhəməti	səhməti
səhəjogə	səhjog
səhəʃikʃəɳə	səhʃikʃəɳ
səhəsa	səhsa
səhajə	səhaj
səhijərə	səhijər
səhijaru~	səhijaru~
səhis°ɳu	səhiʃɳu
səhis°ɳuta	səhiʃɳuta
səhii	səhi
səheɟə	səheɟ
səhetəkə	səhetuk
səhelə	səhel
səhelu~	səhelu~
səhodərə	səhodər
səhjə	səhjə
səɭə	səɭ
səɭəgəvu~	səɭəgvu~
səɭəvəɭəvu~	səɭvəɭvu~
səɭə~gə	səɭə˜g
səɭijo	səɭijo
səɭii	səɭi
səɭekhəmə	səɭekʰəm
sə~kəʈə	sə˜kəʈ
sə~kələnə	sə˜kələn
sə~kəlpə	sə˜kəlpə
sə~kəɭavu~	sə˜kɭavu~
sə~kucitə	sə˜kucit
sə~kulə	sə˜kul
sə~ketə	sə˜ket
